index	type	text	text_ES	Go To	conditions	actions	requisites
1003	A	Алый мох		1002	PlayerHasItem#11014	"LoseItem#11014;IncVariable#scarlet_moss,1"	
1003	A	Ночная орхидея		1002	PlayerHasItem#11020	"LoseItem#11020;IncVariable#night_orchid,1"	
1003	A	Осколки костей		1002	PlayerHasItem#11021	"LoseItem#11021;IncVariable#bone_shards,1"	
1003	A	Зертелла		1002	PlayerHasItem#11027	"LoseItem#11027;IncVariable#zertella,1"	
1003	A	Вестник беды		1002	PlayerHasItem#11025	"LoseItem#11025;IncVariable#harbinger_of_doom,1"	
1003	A	Лазурные ягоды		1002	PlayerHasItem#11019	"LoseItem#11019;IncVariable#azure_berries,1"	
1003	A	Пепельник		1002	PlayerHasItem#11031	"LoseItem#11031;IncVariable#ashen_plant,1"	
1003	A	Сердце демона		1002	PlayerHasItem#11032	"LoseItem#11032;IncVariable#demon_heart,1"	
1003	A	Пепельная роза		1002	PlayerHasItem#11023	"LoseItem#11023;IncVariable#ashen_rose,1"	
1003	A	Осколок чистого льда		1002	PlayerHasItem#11015	"LoseItem#11015;IncVariable#shard_of_pure_ice,1"	
1003	A	Святая вода		1002	PlayerHasItem#11028	"LoseItem#11028;IncVariable#holy_water,1"	
1003	A	Прах вампира		1002	PlayerHasItem#11033	"LoseItem#11033;IncVariable#vampire_dust,1"	
1003	A	Лотос Гвендалин		1002	PlayerHasItem#11034	"LoseItem#11034;IncVariable#gwensdalin_lotus,1"	
1003	A	Черная роза		1002	PlayerHasItem#11035	"LoseItem#11035;IncVariable#black_rose,1"	
1003	A	Жидкий огонь		1002	PlayerHasItem#11011	"LoseItem#11011;IncVariable#liquid_fire,1"	
1003	A	Флакон с кровью вампира		1002	PlayerHasItem#11010	"LoseItem#11010;IncVariable#blood_vampire,1"	
2500	Q	Вы выбрали ингредиенты и вам осталось лишь настроить силу горения и засечь время.		0			
4000	Q	Вы вылили образец.		4001			
4001	A	Далее		1000		"SetVariable#start_alchemy,0;SetVariable#red_orchid,0;SetVariable#blue_orchid,0;SetVariable#merple,0;SetVariable#tesur,0;SetVariable#deadly_mushroom,0;SetVariable#glowing_mushroom,0;SetVariable#golden_apple,0;SetVariable#fire_salt,0;SetVariable#living_ice,0;SetVariable#sparkling_powder,0;SetVariable#coral_mamba_fang,0;SetVariable#mamba_fang,0;SetVariable#skull,0;SetVariable#spider_glands,0;SetVariable#ruby_powder,0;SetVariable#sapphire_powder,0;SetVariable#emerald_powder,0;SetVariable#steel_dust,0;SetVariable#apple,0;SetVariable#demon_horn,0;SetVariable#lousk_claw,0;SetVariable#lousk_scales,0;SetVariable#lousk_heart,0;SetVariable#ectoplasm,0;SetVariable#manticore_eye,0;SetVariable#manticore_sting,0;SetVariable#eltess,0;SetVariable#giants_finger,0;SetVariable#scarlet_moss,0;SetVariable#night_orchid,0;SetVariable#bone_shards,0;SetVariable#zertella,0;SetVariable#harbinger_of_doom,0;SetVariable#azure_berries,0;SetVariable#ashen_rose,0;SetVariable#shard_of_pure_ice,0;SetVariable#holy_water,0;SetVariable#liquid_fire,0;SetVariable#lousk_scales,0;SetVariable#lousk_heart,0;SetVariable#ashen_plant,0;SetVariable#demon_heart,0;SetVariable#vampire_dust,0;SetVariable#gwensdalin_lotus,0;SetVariable#black_rose,0;SetVariable#blood_vampire,0"	
